userName,content,score,date,source,translated_content,year
Suresh Creations,"Worst app, only white screen appears",1,2024-09-06 17:37:44,Google Play,"Worst app, only white screen appears",2024.0
Senal Dimuthu,"Worst app I ever experienced among all telecommunication company softwares. Full of errors which newer resolved. Even subscribe some services such as protocol reports, that also full of issues and sometimes it doesn't even show the details and take days to fix it.",1,2024-09-04 12:08:27,Google Play,"Worst app I ever experienced among all telecommunication company softwares. Full of errors which newer resolved. Even subscribe some services such as protocol reports, that also full of issues and sometimes it doesn't even show the details and take days to fix it.",2024.0
Priyan Kaveesha,👍 good,5,2024-08-28 15:35:19,Google Play,👍 good,2024.0
Neil Mendis,Very user friendly.,5,2024-08-27 04:21:10,Google Play,Very user friendly.,2024.0
Wasantha Kumara,Good 👍,5,2024-08-26 06:44:35,Google Play,Good 👍,2024.0
Inu Vidula,MySLT App is not working properly. Needs an urgent update to fix these issues.,1,2024-08-21 04:43:34,Google Play,MySLT App is not working properly. Needs an urgent update to fix these issues.,2024.0
Nipun Senarath,"This app is full of errors. The app is not working, and i can't see my data balance. Can't even perform a simple task inside the application. Can only view the payment amount. Don't waste your time.",1,2024-08-21 03:07:14,Google Play,"This app is full of errors. The app is not working, and i can't see my data balance. Can't even perform a simple task inside the application. Can only view the payment amount. Don't waste your time.",2024.0
MALITH ROSHAN DAYANANDA,Excellent,5,2024-08-19 10:31:57,Google Play,Excellent,2024.0
Hasindu Hasaranga,"The most useless app I have ever seen. Everything is disgusting, from registration to day-to-day use. Everything is basic, but their charges are high. Can't recommend.",1,2024-08-14 16:17:59,Google Play,"The most useless app I have ever seen. Everything is disgusting, from registration to day-to-day use. Everything is basic, but their charges are high. Can't recommend.",2024.0
Hansana silva,Good app but it has some navigation errors and delays but working fine when it comes to the online payments.,5,2024-08-09 01:38:49,Google Play,Good app but it has some navigation errors and delays but working fine when it comes to the online payments.,2024.0
mahendra prasantha,Don't take this app very poor app.,1,2024-08-08 16:30:21,Google Play,Don't take this app very poor app.,2024.0
Shanka Mahakumbura,Bad service. Service down till morning. Now its near 4+ hours. Application is down.,1,2024-08-07 05:48:14,Google Play,Bad service. Service down till morning. Now its near 4+ hours. Application is down.,2024.0
Wasantha Nayanajith (WNF Draco),Garbage app. Can't find router data usage,1,2024-08-04 07:12:32,Google Play,Garbage app. Can't find router data usage,2024.0
Mahesh Sanjeewa,Ok,3,2024-08-04 01:38:14,Google Play,Ok,2024.0
lakshan lakshan,Good ❤❤,5,2024-08-02 17:37:49,Google Play,Good ❤❤,2024.0
Asanka Chandima,රව්ටර් එකේ තියන පැකේජ් ගැන වත් ඉතුරු ඩේටා ගාන ගැන වත් අපිට අවශ්‍ය කිසිම දෙයක් හරියට මේ ඇප් එකෙන් බලා ගන්න බැ...,1,2024-07-30 19:24:28,Google Play,රව්ටර් එකේ තියන පැකේජ් ගැන වත් ඉතුරු ඩේටා ගාන ගැන වත් අපිට අවශ්‍ය කිසිම දෙයක් හරියට මේ ඇප් එකෙන් බලා ගන්න බැ...,2024.0
S AHILAN,It is very useful,5,2024-07-30 07:27:22,Google Play,It is very useful,2024.0
Kanthika Abeyesundere,Good,5,2024-07-28 17:10:12,Google Play,Good,2024.0
Samarasinghe Bandara,I didn't see what I want,1,2024-07-28 02:01:01,Google Play,I didn't see what I want,2024.0
Gamith Wickramage,"Absolutely Useless - Full of Errors. This app is completely useless. Every time I try to use it, it just shows errors and fails to perform even the most basic tasks. When I need it the most, it’s completely unreliable. The developers clearly haven’t tested it properly. Don’t waste your time or storage space on this app. One star because zero isn’t an option! Even can't place a complaint inside the app because it also says ""Service Temporarily Unavailable.""",1,2024-07-27 15:53:24,Google Play,"Absolutely Useless - Full of Errors. This app is completely useless. Every time I try to use it, it just shows errors and fails to perform even the most basic tasks. When I need it the most, it’s completely unreliable. The developers clearly haven’t tested it properly. Don’t waste your time or storage space on this app. One star because zero isn’t an option! Even can't place a complaint inside the app because it also says ""Service Temporarily Unavailable.""",2024.0
Rohana Prasanna,Excellent app. Very helpful and saved lot of time.,5,2024-07-20 11:43:37,Google Play,Excellent app. Very helpful and saved lot of time.,2024.0
Saviru Munamalpe,"This is the worst free app I've ever used. The user interface is terrible, I couldn't even find where to check my data usage. It's incredibly frustrating and utterly useless.",1,2024-07-17 04:13:25,Google Play,"This is the worst free app I've ever used. The user interface is terrible, I couldn't even find where to check my data usage. It's incredibly frustrating and utterly useless.",2024.0
JANITH CHATHRANGA,It has not prepaid reload option yet,2,2024-07-11 20:39:53,Google Play,It has not prepaid reload option yet,2024.0
Anoma Chandrasekara,"One of the worst experiences ever. Use of an app should make life easier and it should act as the medium that keeps a consumer from needing to physically attend to get something done. Authentication failed, user interface is trash. I think I am going to switch to Dialog. Worst experience ever, I hope the company fails.",1,2024-07-11 15:49:54,Google Play,"One of the worst experiences ever. Use of an app should make life easier and it should act as the medium that keeps a consumer from needing to physically attend to get something done. Authentication failed, user interface is trash. I think I am going to switch to Dialog. Worst experience ever, I hope the company fails.",2024.0
Shantha Nawagamuwa,Good work are great happy,4,2024-07-11 14:16:59,Google Play,Good work are great happy,2024.0
Senthil Nadarajah,The AC password change OTP takes days to respond.. They are not managing the App with right tools,1,2024-07-06 15:40:36,Google Play,The AC password change OTP takes days to respond.. They are not managing the App with right tools,2024.0
Dinum Hewage,Very poor service,1,2024-07-06 14:05:57,Google Play,Very poor service,2024.0
Chanulya Fernando,"This app is complete garbage. I got a new fibre connection after days of them bugging us and now after I reinstalled the app under their instructions, I cannot add in my existing account and check details anymore.",1,2024-07-04 19:16:38,Google Play,"This app is complete garbage. I got a new fibre connection after days of them bugging us and now after I reinstalled the app under their instructions, I cannot add in my existing account and check details anymore.",2024.0
Ajanthi Jagoda,The user interface is very frustrating to use. can't find my package details even.,1,2024-06-30 14:36:17,Google Play,The user interface is very frustrating to use. can't find my package details even.,2024.0
Lasith Chamika,"It's like they created an app without ever hearing of something called ""user-friendly""",1,2024-06-28 11:52:47,Google Play,"It's like they created an app without ever hearing of something called ""user-friendly""",2024.0
isuru perera,Can't make new complaints. Old complaints are still in progress even though they completed.,1,2024-06-26 13:10:47,Google Play,Can't make new complaints. Old complaints are still in progress even though they completed.,2024.0
Oshan Prabashwara Jayasekara,Don't use slt mobitel routers! High expensive packages. People are exploited! Very very bad customer service very bad idea,1,2024-06-22 19:11:17,Google Play,Don't use slt mobitel routers! High expensive packages. People are exploited! Very very bad customer service very bad idea,2024.0
yunix bro,"Worst app I ever used, -**Extra GB add karaganna ba -**upload GB penane -bill tab eke hitapu gaman laksha ganam penanva -Peo tv tab eke thiyana eva vadakaranne naha -promotion tab eke thiyena promotion redeem karana baha bugs",1,2024-06-21 12:00:31,Google Play,"The apport I Evee, -**Eix GB adhena -*pisaop GB -boy tabila' kekena gamam -Peop nbânvaana eke -Poo ek brother tab vadinan èsedaron for the right country.",2024.0
Samesh Ishanka,මරණාධාර සමීතියක app එකක් වගේ.පොඩ්ඩක් මනුස්ස පාටකට හදපල්ලකො.😒 වස කැතයි.,1,2024-06-17 16:51:11,Google Play,මරණාධාර සමීතියක app එකක් වගේ.පොඩ්ඩක් මනුස්ස පාටකට හදපල්ලකො.😒 වස කැතයි.,2024.0
Ema Gagen,Worst app 🤮,1,2024-06-16 03:52:46,Google Play,Worst app 🤮,2024.0
Jayasundara Samarakoon,Does not update the payments accurately.,1,2024-06-16 02:06:09,Google Play,Does not update the payments accurately.,2024.0
Thanuja Udayanga,Interface and loging process is not good..i use this app only because of theres no any other options..if there is i will uninstall this app in a heartbeat...plz try to create the basics right,1,2024-06-11 02:51:27,Google Play,Interface and loging process is not good..i use this app only because of theres no any other options..if there is i will uninstall this app in a heartbeat...plz try to create the basics right,2024.0
Anjana Diluksha,Not updated,1,2024-06-10 13:33:01,Google Play,Not updated,2024.0
Mohamed Rasith,need Wifi router password change option,1,2024-06-10 05:07:19,Google Play,need Wifi router password change option,2024.0
Kasun Jayasuriya,🚨 History Tab (Previous package buying detals by date) not working. Fix that as soon as possible.,2,2024-06-08 05:17:36,Google Play,🚨 History Tab (Previous package buying detals by date) not working. Fix that as soon as possible.,2024.0
Mohamed Sulaiman Marikar Bawa,Payment gateway didn't work properly and charged me twice 🤬. Please get some proper app developers and remake.,1,2024-06-08 00:44:17,Google Play,Payment gateway didn't work properly and charged me twice 🤬. Please get some proper app developers and remake.,2024.0
